"drug_name","generic_name","brand_generic","category","dosage_form","route","active_ingredients","single_or_combo","excipients_raw","gluten_flag","flagged_excipients","flagged_excipient_flags","ndc_code","package_ndc","approval_type","marketing_status","manufacturer","set_id","dailymed_url"
"Oxycodone and Acetaminophen","Oxycodone and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN","combo","SILICON DIOXIDE; MAGNESIUM STEARATE; POVIDONE K30; CROSPOVIDONE, UNSPECIFIED; STARCH, CORN; STEARIC ACID; WATER","gluten_free","STARCH, CORN","gluten_free","67296-1937","67296-1937-0","ANDA","active","RedPharm Drug","2c6014de-8901-9d83-e063-6294a90ad37b","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c6014de-8901-9d83-e063-6294a90ad37b"
"Acetaminophen and Codeine Phosphate","Acetaminophen and Codeine Phosphate","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; CODEINE PHOSPHATE","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; SODIUM LAURYL SULFATE; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-058","13107-058-30","ANDA","active","Aurolife Pharma, LLC","02386806-02d4-47e3-9c8b-7810146ee795","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02386806-02d4-47e3-9c8b-7810146ee795"
"Acetaminophen and Codeine Phosphate","Acetaminophen and Codeine Phosphate","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; CODEINE PHOSPHATE","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; SODIUM LAURYL SULFATE; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-059","13107-059-30","ANDA","active","Aurolife Pharma, LLC","02386806-02d4-47e3-9c8b-7810146ee795","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02386806-02d4-47e3-9c8b-7810146ee795"
"Acetaminophen and Codeine Phosphate","Acetaminophen and Codeine Phosphate","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; CODEINE PHOSPHATE","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; SODIUM LAURYL SULFATE; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-060","13107-060-30","ANDA","active","Aurolife Pharma, LLC","02386806-02d4-47e3-9c8b-7810146ee795","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02386806-02d4-47e3-9c8b-7810146ee795"
"Pharbetol","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","POVIDONE, UNSPECIFIED; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","16103-376","","OTC Monograph Drug","active","Pharbest Pharmaceuticals, Inc.","04dbd98f-c74d-43b2-8bda-74f18be7cf6c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04dbd98f-c74d-43b2-8bda-74f18be7cf6c"
"Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE K30; SUCRALOSE; LECITHIN, SOYBEAN; TITANIUM DIOXIDE; FD&C RED NO. 40; FD&C YELLOW NO. 6; STEARIC ACID; TALC","gluten_free","STARCH, CORN","gluten_free","41415-538","41415-538-05","OTC Monograph Drug","active","PUBLIX SUPERMARKETS, INC","08f5af1d-365b-a97c-e063-6394a90a99ae","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08f5af1d-365b-a97c-e063-6394a90a99ae"
"ACETAMINOPHEN 500 MG","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","CROSCARMELLOSE SODIUM; LACTOSE MONOHYDRATE; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE K30; WATER; SODIUM STARCH GLYCOLATE TYPE A CORN; STARCH, CORN; TALC; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; SODIUM STARCH GLYCOLATE TYPE A CORN; STARCH, CORN","gluten_free; gluten_free; gluten_free","72090-008","72090-008-01","OTC Monograph Drug","active","Pioneer Life Sciences, LLC","0d67bb52-7ae3-439e-9e47-4e21eb0ca352","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0d67bb52-7ae3-439e-9e47-4e21eb0ca352"
"ACETAMINOPHEN 500 MG","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","CROSCARMELLOSE SODIUM; LACTOSE MONOHYDRATE; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE K30; WATER; SODIUM STARCH GLYCOLATE TYPE A CORN; STARCH, CORN; TALC; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; SODIUM STARCH GLYCOLATE TYPE A CORN; STARCH, CORN","gluten_free; gluten_free; gluten_free","72090-008","72090-008-30","OTC Monograph Drug","active","Pioneer Life Sciences, LLC","11e6ec2a-5171-4496-a15f-6ff744bd1f2f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11e6ec2a-5171-4496-a15f-6ff744bd1f2f"
"Aacetaminophen and Ibuprofen","Acetaminophen and Ibuprofen","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; IBUPROFEN","combo","CELLULOSE, MICROCRYSTALLINE; TITANIUM DIOXIDE; SODIUM LAURYL SULFATE; POLYDEXTROSE; POVIDONE K30; STEARIC ACID; HYPROMELLOSE 2910 (15 MPA.S); HYPROMELLOSE 2910 (6 MPA.S); FERRIC OXIDE RED; CARNAUBA WAX; CROSPOVIDONE; STARCH, CORN; HYPROMELLOSE 2910 (3 MPA.S); MAGNESIUM STEARATE; FERRIC OXIDE YELLOW; SILICON DIOXIDE; POLYETHYLENE GLYCOL 400; CROSCARMELLOSE SODIUM","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","69848-588","69848-588-72","ANDA","active","GRANULES USA, INC.","1dd90684-6505-8e07-e063-6394a90afdf4","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1dd90684-6505-8e07-e063-6394a90afdf4"
"PHARBETOL","Acetaminophen 500mg","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN","single","HYPROMELLOSE, UNSPECIFIED; POVIDONE, UNSPECIFIED; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; TALC; TRIACETIN","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","16103-350","","OTC Monograph Drug","active","Pharbest Pharmaceuticals, Inc.","27337be9-e279-460e-903e-ae4463099599","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27337be9-e279-460e-903e-ae4463099599"
"CETAFEN EXTRA","acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","HYPROMELLOSES; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; STEARIC ACID; TITANIUM DIOXIDE; POVIDONE, UNSPECIFIED","gluten_free","STARCH, CORN","gluten_free","50332-0149","","OTC Monograph Drug","active","HART Health","38db0b09-37f8-4fed-903e-81e89486b39b","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38db0b09-37f8-4fed-903e-81e89486b39b"
"CETAFEN COUGH and COLD","Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl , Guaifenesin,  ,","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE","combo","MICROCRYSTALLINE CELLULOSE; TALC; POLYVINYL ALCOHOL, UNSPECIFIED; CROSPOVIDONE; FD&C YELLOW NO. 6; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; SILICON DIOXIDE; MALTODEXTRIN; STARCH, CORN; MAGNESIUM STEARATE; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE; STEARIC ACID","gluten_free","MALTODEXTRIN; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free; gluten_free","50332-0141","50332-0141-3","OTC Monograph Drug","active","HART Health","44da0d8c-4a12-4122-99da-781e2809e1a8","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44da0d8c-4a12-4122-99da-781e2809e1a8"
"Members Mark Arthritis Pain","acetaminophen","generic","analgesic_antipyretic","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","CARNAUBA WAX; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE; MALTODEXTRIN; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; POVIDONE, UNSPECIFIED; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; MALTODEXTRIN","gluten_free; gluten_free","68196-611","68196-611-82","ANDA","active","Sam's West Inc","4cbe2880-fea9-4d7b-9e7f-a0c794864a84","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4cbe2880-fea9-4d7b-9e7f-a0c794864a84"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE K30; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-019","13107-019-30","ANDA","active","Aurolife Pharma, LLC","60f43308-1deb-4f05-8f17-aa49ebdcf498","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60f43308-1deb-4f05-8f17-aa49ebdcf498"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE K30; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-020","13107-020-30","ANDA","active","Aurolife Pharma, LLC","60f43308-1deb-4f05-8f17-aa49ebdcf498","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60f43308-1deb-4f05-8f17-aa49ebdcf498"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE K30; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-021","13107-021-30","ANDA","active","Aurolife Pharma, LLC","60f43308-1deb-4f05-8f17-aa49ebdcf498","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60f43308-1deb-4f05-8f17-aa49ebdcf498"
"DOLOGEN","Acetaminophen, Dexbrompheniramine maleate","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; DEXBROMPHENIRAMINE MALEATE","combo","MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; SODIUM STARCH GLYCOLATE TYPE A; STEARIC ACID","unknown","SODIUM STARCH GLYCOLATE TYPE A","unknown","52083-483","52083-483-90","OTC Monograph Drug","active","Kramer Novis","656ea9ba-c9cf-44c6-af40-b8ba292ce38a","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=656ea9ba-c9cf-44c6-af40-b8ba292ce38a"
"Oxycodone and Acetaminophen","Oxycodone and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-043","13107-043-30","ANDA","active","Aurolife Pharma, LLC","69df20d9-b1d5-47dc-9ff0-29987284f8c7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69df20d9-b1d5-47dc-9ff0-29987284f8c7"
"Oxycodone and Acetaminophen","Oxycodone and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-044","13107-044-30","ANDA","active","Aurolife Pharma, LLC","69df20d9-b1d5-47dc-9ff0-29987284f8c7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69df20d9-b1d5-47dc-9ff0-29987284f8c7"
"Oxycodone and Acetaminophen","Oxycodone and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-045","13107-045-30","ANDA","active","Aurolife Pharma, LLC","69df20d9-b1d5-47dc-9ff0-29987284f8c7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69df20d9-b1d5-47dc-9ff0-29987284f8c7"
"Oxycodone and Acetaminophen","Oxycodone and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-046","13107-046-30","ANDA","active","Aurolife Pharma, LLC","69df20d9-b1d5-47dc-9ff0-29987284f8c7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69df20d9-b1d5-47dc-9ff0-29987284f8c7"
"Daytime Nighttime Cold Flu Relief","Acetaminophen, Dextromethorphan HBr, Doxylamine succinate, Phenylephrine HCL","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","21130-901","21130-901-48","OTC Monograph Drug","completed","Safeway, Inc.","764bcc58-bc5f-4ee6-82b7-cb0ed5baf3be","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=764bcc58-bc5f-4ee6-82b7-cb0ed5baf3be"
"Sinus PE Head Congestion and Flu Severe","Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE","combo","STARCH, CORN; CROSPOVIDONE, UNSPECIFIED; FD&C YELLOW NO. 6 ALUMINUM LAKE; MAGNESIUM STEARATE; MALTODEXTRIN; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; SILICON DIOXIDE; SODIUM STARCH GLYCOLATE TYPE A POTATO; STEARIC ACID; TALC; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; MALTODEXTRIN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free; gluten_free","51316-546","","OTC Monograph Drug","active","CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","76fd1f8e-2670-421c-a9e6-c8adefb7962e","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76fd1f8e-2670-421c-a9e6-c8adefb7962e"
"G-DOLOGEN","Acetaminophen, Dexbrompheniramine maleate","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; DEXBROMPHENIRAMINE MALEATE","combo","MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; SODIUM STARCH GLYCOLATE TYPE A; STEARIC ACID","unknown","SODIUM STARCH GLYCOLATE TYPE A","unknown","52083-683","52083-683-90","OTC Monograph Drug","active","Kramer Novis","7a4e1d64-2510-405f-a1dc-e02a803b6fbd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7a4e1d64-2510-405f-a1dc-e02a803b6fbd"
"Night Time Multi-Symptom Cold and Flu Relief","ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, DOXYLAMINE SUCCINATE","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE","combo","D&C YELLOW NO. 10; FD&C BLUE NO. 1; GELATIN; GLYCERIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; PROPYLENE GLYCOL; WATER; SORBITOL SOLUTION; TITANIUM DIOXIDE","gluten_free","","","53943-603","","OTC Monograph Drug","active","Discount Drug Mart","8148c2b1-f6ec-4597-8e18-a6597cda5705","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8148c2b1-f6ec-4597-8e18-a6597cda5705"
"Acetaminophen","Acetaminophen","generic","analgesic_antipyretic","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","HYPROMELLOSE 2910 (6 MPA.S); HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%); MICROCRYSTALLINE CELLULOSE; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL 400; POVIDONE K30","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","69842-322","69842-322-24","ANDA","active","CVS PHARMACY INC","bd8ce39f-ccf8-3976-e053-2a95a90abb1f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd8ce39f-ccf8-3976-e053-2a95a90abb1f"
"CETAFEN","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","50332-0148","","OTC Monograph Drug","active","HART Health","c1162bab-377d-4e17-9417-ccd20d29148b","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1162bab-377d-4e17-9417-ccd20d29148b"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","CROSCARMELLOSE SODIUM; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; SILICON DIOXIDE; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","27808-035","27808-035-01","ANDA","active","Cranbury Pharmaceuticals, LLC","d4caec6d-4af2-4f1c-9add-c0c948b83b16","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4caec6d-4af2-4f1c-9add-c0c948b83b16"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","","no_data","","","27808-036","27808-036-01","ANDA","active","Cranbury Pharmaceuticals, LLC","d4caec6d-4af2-4f1c-9add-c0c948b83b16","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4caec6d-4af2-4f1c-9add-c0c948b83b16"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","","no_data","","","27808-037","27808-037-03","ANDA","active","Cranbury Pharmaceuticals, LLC","d4caec6d-4af2-4f1c-9add-c0c948b83b16","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4caec6d-4af2-4f1c-9add-c0c948b83b16"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","CROSCARMELLOSE SODIUM; MAGNESIUM; CELLULOSE, MICROCRYSTALLINE; SILICON DIOXIDE; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","27808-114","27808-114-01","ANDA","active","Cranbury Pharmaceuticals, LLC","d8fe4ae4-bd19-42eb-b74d-f302b3f914ee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8fe4ae4-bd19-42eb-b74d-f302b3f914ee"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","","no_data","","","27808-115","27808-115-02","ANDA","active","Cranbury Pharmaceuticals, LLC","d8fe4ae4-bd19-42eb-b74d-f302b3f914ee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8fe4ae4-bd19-42eb-b74d-f302b3f914ee"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","","no_data","","","27808-116","27808-116-01","ANDA","active","Cranbury Pharmaceuticals, LLC","d8fe4ae4-bd19-42eb-b74d-f302b3f914ee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8fe4ae4-bd19-42eb-b74d-f302b3f914ee"
"Rompe Tos X Adults","Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","SYRUP","ORAL","ACETAMINOPHEN; PHENYLEPHRINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN","combo","HYDROXYETHYL CELLULOSE, UNSPECIFIED; WATER; ANHYDROUS CITRIC ACID; FD&C RED NO. 40; PROPYLENE GLYCOL; SODIUM BENZOATE; SUCRALOSE; SORBITOL SOLUTION; ALOE; EDETATE DISODIUM","gluten_free","","","69729-785","","OTC Monograph Drug","active","OPMX LLC","05abb2db-d22e-90b5-e063-6294a90ace3f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05abb2db-d22e-90b5-e063-6294a90ace3f"
"Rompe Tos X Children","Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","SYRUP","ORAL","ACETAMINOPHEN; PHENYLEPHRINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN","combo","EDETATE DISODIUM; HYDROXYETHYL CELLULOSE, UNSPECIFIED; WATER; ANHYDROUS CITRIC ACID; ALOE; SORBITOL SOLUTION 70%; FD&C RED NO. 40; PROPYLENE GLYCOL; SODIUM BENZOATE; SUCRALOSE","gluten_free","","","69729-784","","OTC Monograph Drug","active","OPMX LLC","05cc932d-b412-0710-e063-6394a90a87f6","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05cc932d-b412-0710-e063-6394a90a87f6"
"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN","TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN","generic","analgesic_antipyretic","TABLET, FILM COATED","ORAL","TRAMADOL HYDROCHLORIDE; ACETAMINOPHEN","combo","STARCH, CORN; POWDERED CELLULOSE; SODIUM STARCH GLYCOLATE TYPE A POTATO; MAGNESIUM STEARATE; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL 400; FERRIC OXIDE YELLOW; POLYSORBATE 80; HYPROMELLOSE 2910 (3 MPA.S); HYPROMELLOSE 2910 (6 MPA.S)","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","42571-119","42571-119-01","ANDA","active","Micro Labs Limited","ab84058e-e52c-4b81-badc-4b0c26aab259","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab84058e-e52c-4b81-badc-4b0c26aab259"
"CareALL Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; STEARIC  ACID; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","51824-085","51824-085-01","OTC Monograph Drug","active","New World Imports, Inc","1148b4d9-fa6a-49e6-9663-17b2c8373846","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1148b4d9-fa6a-49e6-9663-17b2c8373846"
"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen","generic","analgesic_antipyretic","TABLET","ORAL","HYDROCODONE BITARTRATE; ACETAMINOPHEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POVIDONE, UNSPECIFIED; STARCH, CORN; STEARIC ACID","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","13107-211","13107-211-30","ANDA","active","Aurolife Pharma, LLC","392a846e-7325-462d-b19b-8afda44c5cb0","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=392a846e-7325-462d-b19b-8afda44c5cb0"
